"zip","city","county","pop"
"94043","Mountain View","Santa Clara","31488"
"91355","Valencia","Los Angeles","31455"
"95632","Galt","Sacramento","31431"
"95661","Roseville","Placer","31327"
"95070","Saratoga","Santa Clara","31308"
"93618","Dinuba","Tulare","31230"
"92123","San Diego","San Diego","31216"
"95131","San Jose","Santa Clara","31170"
"92107","San Diego","San Diego","31148"
"94102","San Francisco","San Francisco","31067"
"90712","Lakewood","Los Angeles","31063"
"91303","Canoga Park","Los Angeles","31053"
"94070","San Carlos","San Mateo","31049"
"93654","Reedley","Fresno","30935"
"92673","San Clemente","Orange","30927"
"93662","Selma","Fresno","30922"
"91607","Valley Village","Los Angeles","30873"
"90302","Inglewood","Los Angeles","30828"
"91356","Tarzana","Los Angeles","30804"
"95472","Sebastopol","Sonoma","30762"
"92203","Indio","Riverside","30744"
"90028","Los Angeles","Los Angeles","30734"
"91746","La Puente","Los Angeles","30708"
"91505","Burbank","Los Angeles","30680"
"94589","Vallejo","Solano","30668"
"91214","La Crescenta","Los Angeles","30654"
"92596","Winchester","Riverside","30573"
"92405","San Bernardino","San Bernardino","30511"
"93004","Ventura","Ventura","30502"
"91803","Alhambra","Los Angeles","30385"
"90680","Stanton","Orange","30321"
"95824","Sacramento","Sacramento","30296"
"94608","Emeryville","Alameda","30289"
"95682","Shingle Springs","El Dorado","30141"
"91731","El Monte","Los Angeles","30139"
"93420","Arroyo Grande","San Luis Obispo","30136"
"94903","San Rafael","Marin","30048"
"92653","Laguna Hills","Orange","29986"
"91316","Encino","Los Angeles","29964"
"94801","Richmond","Contra Costa","29958"
"94580","San Lorenzo","Alameda","29942"
"94602","Oakland","Alameda","29933"
"95492","Windsor","Sonoma","29920"
"92110","San Diego","San Diego","29911"
"94131","San Francisco","San Francisco","29902"
"91792","West Covina","Los Angeles","29839"
"94107","San Francisco","San Francisco","29689"
"95219","Stockton","San Joaquin","29668"
"94549","Lafayette","Contra Costa","29639"
"91324","Northridge","Los Angeles","29617"
"94585","Suisun City","Solano","29599"
"95117","San Jose","Santa Clara","29592"
"90039","Los Angeles","Los Angeles","29589"
"90041","Los Angeles","Los Angeles","29516"
"93035","Oxnard","Ventura","29404"
"95966","Oroville","Butte","29367"
"96150","South Lake Tahoe","El Dorado","29357"
"93704","Fresno","Fresno","29294"
"95603","Auburn","Placer","29244"
"94704","Berkeley","Alameda","29190"
"92120","San Diego","San Diego","29142"
"92694","Ladera Ranch","Orange","29064"
"90713","Lakewood","Los Angeles","29061"
"91384","Castaic","Los Angeles","28842"
"92604","Irvine","Orange","28819"
"92316","Bloomington","San Bernardino","28783"
"94103","San Francisco","San Francisco","28735"
"95133","San Jose","Santa Clara","28726"
"92262","Palm Springs","Riverside","28517"
"96080","Red Bluff","Tehama","28487"
"94518","Concord","Contra Costa","28428"
"95204","Stockton","San Joaquin","28425"
"91103","Pasadena","Los Angeles","28425"
"93401","San Luis Obispo","San Luis Obispo","28423"
"94510","Benicia","Solano","28262"
"95834","Sacramento","Sacramento","28229"
"90710","Harbor City","Los Angeles","28185"
"95829","Sacramento","Sacramento","28134"
"90405","Santa Monica","Los Angeles","28115"
"90035","Los Angeles","Los Angeles","28085"
"95212","Stockton","San Joaquin","28049"
"95969","Paradise","Butte","27967"
"95370","Sonora","Tuolumne","27951"
"93901","Salinas","Monterey","27805"
"94598","Walnut Creek","Contra Costa","27780"
"94062","Redwood City","San Mateo","27757"
"91755","Monterey Park","Los Angeles","27734"
"95961","Olivehurst","Yuba","27728"
"93280","Wasco","Kern","27698"
"92868","Orange","Orange","27693"
"90038","Los Angeles","Los Angeles","27660"
"90061","Los Angeles","Los Angeles","27646"
"94306","Palo Alto","Santa Clara","27549"
"90291","Venice","Los Angeles","27525"
"94559","Napa","Napa","27523"
"93105","Santa Barbara","Santa Barbara","27515"
"90270","Maywood","Los Angeles","27454"
"91364","Woodland Hills","Los Angeles","27340"
"92008","Carlsbad","San Diego","27330"
"95409","Santa Rosa","Sonoma","27312"
"92227","Brawley","Imperial","27255"
"95134","San Jose","Santa Clara","27224"
"94002","Belmont","San Mateo","27202"
"91945","Lemon Grove","San Diego","27193"
"90746","Carson","Los Angeles","26996"
"93725","Fresno","Fresno","26980"
"95363","Patterson","Stanislaus","26900"
"91504","Burbank","Los Angeles","26863"
"92629","Dana Point","Orange","26744"
"95618","El Macero","Yolo","26743"
"90017","Los Angeles","Los Angeles","26728"
"91932","Imperial Beach","San Diego","26701"
"92614","Irvine","Orange","26676"
"91302","Calabasas","Los Angeles","26634"
"91042","Tujunga","Los Angeles","26631"
"93960","Soledad","Monterey","26610"
"91010","Duarte","Los Angeles","26601"
"91307","West Hills","Los Angeles","26595"
"92860","Norco","Riverside","26591"
"90249","Gardena","Los Angeles","26587"
"94947","Novato","Marin","26573"
"91741","Glendora","Los Angeles","26565"
"92411","San Bernardino","San Bernardino","26563"
"94133","San Francisco","San Francisco","26527"
"95032","Los Gatos","Santa Clara","26281"
"94607","Oakland","Alameda","26254"
"95242","Lodi","San Joaquin","26235"
"90240","Downey","Los Angeles","26205"
"94803","El Sobrante","Contra Costa","26165"
"91740","Glendora","Los Angeles","26115"
"91724","Covina","Los Angeles","26091"
"92284","Yucca Valley","San Bernardino","26085"
"92602","Irvine","Orange","26044"
"90602","Whittier","Los Angeles","25981"
"94123","San Francisco","San Francisco","25941"
"91411","Van Nuys","Los Angeles","25801"
"91030","South Pasadena","Los Angeles","25794"
"94402","San Mateo","San Mateo","25764"
"94530","El Cerrito","Contra Costa","25754"
"91301","Agoura Hills","Los Angeles","25631"
"90304","Inglewood","Los Angeles","25591"
"91784","Upland","San Bernardino","25567"
"95945","Grass Valley","Nevada","25519"
"95503","Eureka","Humboldt","25503"
"92532","Lake Elsinore","Riverside","25475"
"90064","Los Angeles","Los Angeles","25429"
"91106","Pasadena","Los Angeles","25375"
"94547","Hercules","Contra Costa","25343"
"91737","Rancho Cucamonga","San Bernardino","25339"
"92211","Palm Desert","Riverside","25339"
"90274","Palos Verdes Peninsula","Los Angeles","25279"
"95677","Rocklin","Placer","25279"
"94506","Danville","Contra Costa","25258"
"95815","Sacramento","Sacramento","25224"
"91403","Sherman Oaks","Los Angeles","25218"
"91775","San Gabriel","Los Angeles","25192"
"95367","Riverbank","Stanislaus","25162"
"92832","Fullerton","Orange","25134"
"93933","Marina","Monterey","25015"
"95003","Aptos","Santa Cruz","24837"
"92651","Laguna Beach","Orange","24746"
"95354","Modesto","Stanislaus","24743"
"92606","Irvine","Orange","24694"
"90303","Inglewood","Los Angeles","24693"
"93041","Port Hueneme","Ventura","24506"
"90740","Seal Beach","Orange","24494"
"95215","Stockton","San Joaquin","24371"
"90403","Santa Monica","Los Angeles","24354"
"94619","Oakland","Alameda","24308"
"95054","Santa Clara","Santa Clara","24264"
"92119","San Diego","San Diego","23990"
"94024","Los Altos","Santa Clara","23961"
"92844","Garden Grove","Orange","23878"
"92835","Fullerton","Orange","23867"
"95864","Sacramento","Sacramento","23733"
"91201","Glendale","Los Angeles","23619"
"94085","Sunnyvale","Santa Clara","23612"
"93610","Chowchilla","Madera","23607"
"92277","Twentynine Palms","San Bernardino","23517"
"95746","Granite Bay","Placer","23492"
"95531","Crescent City","Del Norte","23470"
"95501","Eureka","Humboldt","23467"
"93212","Corcoran","Kings","23424"
"92251","Imperial","Imperial","23388"
"95776","Woodland","Yolo","23375"
"91202","Glendale","Los Angeles","23317"
"96007","Anderson","Shasta","23106"
"90048","Los Angeles","Los Angeles","22892"
"90404","Santa Monica","Los Angeles","22819"
"94609","Oakland","Alameda","22811"
"93907","Salinas","Monterey","22766"
"93203","Arvin","Kern","22744"
"94597","Walnut Creek","Contra Costa","22734"
"94030","Millbrae","San Mateo","22710"
"92782","Tustin","Orange","22704"
"92108","San Diego","San Diego","22565"
"90272","Pacific Palisades","Los Angeles","22551"
"90292","Marina Del Rey","Los Angeles","22490"
"92118","Coronado","San Diego","22484"
"90720","Los Alamitos","Orange","22389"
"95135","San Jose","Santa Clara","22358"
"94089","Sunnyvale","Santa Clara","22313"
"90732","San Pedro","Los Angeles","22273"
"92225","Blythe","Riverside","22149"
"94579","San Leandro","Alameda","22040"
"94703","Berkeley","Alameda","21937"
"95620","Dixon","Solano","21854"
"90015","Los Angeles","Los Angeles","21801"
"95818","Sacramento","Sacramento","21732"
"92585","Sun City","Riverside","21732"
"90717","Lomita","Los Angeles","21696"
"92354","Loma Linda","San Bernardino","21679"
"92501","Riverside","Riverside","21656"
"93263","Shafter","Kern","21572"
"92663","Newport Beach","Orange","21572"
"95330","Lathrop","San Joaquin","21552"
"95521","Arcata","Humboldt","21462"
"95405","Santa Rosa","Sonoma","21448"
"94127","San Francisco","San Francisco","21423"
"91101","Pasadena","Los Angeles","21394"
"90603","Whittier","Los Angeles","21299"
"95827","Sacramento","Sacramento","21185"
"94706","Albany","Alameda","21040"
"90068","Los Angeles","Los Angeles","20982"
"93560","Rosamond","Kern","20929"
"94596","Walnut Creek","Contra Costa","20822"
"93444","Nipomo","San Luis Obispo","20775"
"95138","San Jose","Santa Clara","20766"
"92865","Orange","Orange","20741"
"92808","Anaheim","Orange","20667"
"95841","Sacramento","Sacramento","20586"
"96130","Susanville","Lassen","20553"
"95949","Grass Valley","Nevada","20519"
"95965","Oroville","Butte","20460"
"91361","Westlake Village","Ventura","20443"
"90069","West Hollywood","Los Angeles","20435"
"91011","La Canada Flintridge","Los Angeles","20423"
"91381","Stevenson Ranch","Los Angeles","20371"
"93103","Santa Barbara","Santa Barbara","20353"
"94019","Half Moon Bay","San Mateo","20314"
"94503","American Canyon","Napa","20306"
"91501","Burbank","Los Angeles","20300"
"93023","Ojai","Ventura","20231"
"91040","Sunland","Los Angeles","20207"
"95110","San Jose","Santa Clara","20203"
"93630","Kerman","Fresno","20195"
"92887","Yorba Linda","Orange","20194"
"91902","Bonita","San Diego","20138"
"90715","Lakewood","Los Angeles","20136"
"94519","Concord","Contra Costa","20121"
"92586","Sun City","Riverside","20032"
"90210","Beverly Hills","Los Angeles","19909"
"92264","Palm Springs","Riverside","19881"
"95819","Sacramento","Sacramento","19659"
"92603","Irvine","Orange","19650"
"90254","Hermosa Beach","Los Angeles","19650"
"92377","Rialto","San Bernardino","19556"
"94022","Los Altos","Santa Clara","19378"
"91602","North Hollywood","Los Angeles","19358"
"94563","Orinda","Contra Costa","19341"
"91345","Mission Hills","Los Angeles","19205"
"94564","Pinole","Contra Costa","19200"
"92029","Escondido","San Diego","19149"
"95519","Mckinleyville","Humboldt","19099"
"92106","San Diego","San Diego","19080"
"91390","Santa Clarita","Los Angeles","19053"
"94945","Novato","Marin","19035"
"91723","Covina","Los Angeles","18875"
"93927","Greenfield","Monterey","18778"
"91204","Glendale","Los Angeles","18720"
"90814","Long Beach","Los Angeles","18587"
"91506","Burbank","Los Angeles","18575"
"91901","Alpine","San Diego","18558"
"93247","Lindsay","Tulare","18522"
"90265","Malibu","Los Angeles","18389"
"96161","Truckee","Nevada","18333"
"90502","Torrance","Los Angeles","18188"
"92270","Rancho Mirage","Riverside","18075"
"92082","Valley Center","San Diego","18065"
"95602","Auburn","Placer","18063"
"93210","Coalinga","Fresno","18025"
"93268","Taft","Kern","17964"
"94595","Walnut Creek","Contra Costa","17938"
"95959","Nevada City","Nevada","17910"
"92371","Phelan","San Bernardino","17882"
"93015","Fillmore","Ventura","17817"
"95366","Ripon","San Joaquin","17654"
"95448","Healdsburg","Sonoma","17482"
"92587","Sun City","Riverside","17468"
"94949","Novato","Marin","17452"
"93111","Santa Barbara","Santa Barbara","17263"
"95816","Sacramento","Sacramento","17217"
"94301","Palo Alto","Santa Clara","17191"
"93930","King City","Monterey","17142"
"94702","Berkeley","Alameda","17092"
"94618","Oakland","Alameda","17041"
"90701","Artesia","Los Angeles","16858"
"90245","El Segundo","Los Angeles","16850"
"93241","Lamont","Kern","16834"
"95334","Livingston","Merced","16787"
"92582","San Jacinto","Riverside","16783"
"93110","Santa Barbara","Santa Barbara","16660"
"93013","Carpinteria","Santa Barbara","16644"
"92845","Garden Grove","Orange","16600"
"90670","Santa Fe Springs","Los Angeles","16578"
"95391","Tracy","San Joaquin","16562"
"96022","Cottonwood","Shasta","16442"
"93728","Fresno","Fresno","16382"
"94556","Moraga","Contra Costa","16368"
"91914","Chula Vista","San Diego","16357"
"93402","Los Osos","San Luis Obispo","16350"
"93631","Kingsburg","Fresno","16349"
"96021","Corning","Tehama","16228"
"92637","Laguna Hills","Orange","16228"
"93648","Parlier","Fresno","16194"
"93250","Mc Farland","Kern","16088"
"94612","Oakland","Alameda","16062"
"91208","Glendale","Los Angeles","16049"
"90623","La Palma","Orange","15813"
"95203","Stockton","San Joaquin","15775"
"95673","Rio Linda","Sacramento","15753"
"94305","Stanford","Santa Clara","15730"
"94960","San Anselmo","Marin","15725"
"95252","Valley Springs","Calaveras","15703"
"94507","Alamo","Contra Costa","15646"
"93950","Pacific Grove","Monterey","15595"
"95422","Clearlake","Lake","15550"
"94552","Castro Valley","Alameda","15412"
"90305","Inglewood","Los Angeles","15397"
"95066","Scotts Valley","Santa Cruz","15217"
"93543","Littlerock","Los Angeles","15135"
"92274","Thermal","Riverside","15118"
"91436","Encino","Los Angeles","15070"
"95963","Orland","Glenn","15043"
"92866","Orange","Orange","15017"
"91203","Glendale","Los Angeles","15000"
"95605","West Sacramento","Yolo","14960"
"95130","San Jose","Santa Clara","14863"
"90232","Culver City","Los Angeles","14660"
"95437","Fort Bragg","Mendocino","14632"
"94502","Alameda","Alameda","14619"
"94108","San Francisco","San Francisco","14550"
"95304","Tracy","San Joaquin","14539"
"95368","Salida","Stanislaus","14520"
"92408","San Bernardino","San Bernardino","14434"
"93514","Bishop","Inyo","14412"
"94041","Mountain View","Santa Clara","14394"
"90716","Hawaiian Gardens","Los Angeles","14344"
"93221","Exeter","Tulare","14328"
"95540","Fortuna","Humboldt","14305"
"95388","Winton","Merced","14242"
"94542","Hayward","Alameda","14217"
"94805","Richmond","Contra Costa","14208"
"92610","Foothill Ranch","Orange","14149"
"95650","Loomis","Placer","14059"
"95315","Delhi","Merced","14019"
"92014","Del Mar","San Diego","13863"
"91377","Oak Park","Ventura","13730"
"93505","California City","Kern","13606"
"91108","San Marino","Los Angeles","13538"
"93433","Grover Beach","San Luis Obispo","13538"
"95954","Magalia","Butte","13495"
"94517","Clayton","Contra Costa","13476"
"95817","Sacramento","Sacramento","13461"
"94705","Berkeley","Alameda","13365"
"95030","Los Gatos","Santa Clara","13288"
"90212","Beverly Hills","Los Angeles","13156"
"95320","Escalon","San Joaquin","13094"
"95360","Newman","Stanislaus","13029"
"93204","Avenal","Kings","12923"
"95490","Willits","Mendocino","12914"
"93923","Carmel","Monterey","12833"
"94920","Belvedere Tiburon","Marin","12797"
"93640","Mendota","Fresno","12727"
"90293","Playa Del Rey","Los Angeles","12694"
"90040","Los Angeles","Los Angeles","12645"
"92075","Solana Beach","San Diego","12624"
"94904","Greenbrae","Marin","12590"
"94065","Redwood City","San Mateo","12579"
"92313","Grand Terrace","San Bernardino","12512"
"91105","Pasadena","Los Angeles","12191"
"92625","Corona Del Mar","Orange","12148"
"92055","Camp Pendleton","San Diego","12120"
"93908","Salinas","Monterey","12093"
"93301","Bakersfield","Kern","12028"
"90013","Los Angeles","Los Angeles","11937"
"95742","Rancho Cordova","Sacramento","11921"
"94707","Berkeley","Alameda","11916"
"90402","Santa Monica","Los Angeles","11866"
"94709","Berkeley","Alameda","11740"
"93614","Coarsegold","Madera","11676"
"95451","Kelseyville","Lake","11627"
"91502","Burbank","Los Angeles","11598"
"93109","Santa Barbara","Santa Barbara","11573"
"95832","Sacramento","Sacramento","11518"
"90248","Gardena","Los Angeles","11512"
"94708","Berkeley","Alameda","11455"
"94965","Sausalito","Marin","11408"
"91207","Glendale","Los Angeles","11371"
"92314","Big Bear City","San Bernardino","11361"
"95814","Sacramento","Sacramento","11340"
"95357","Modesto","Stanislaus","11322"
"92007","Cardiff By The Sea","San Diego","11234"
"95948","Gridley","Butte","11173"
"95453","Lakeport","Lake","11092"
"91024","Sierra Madre","Los Angeles","11006"
"95640","Ione","Amador","10977"
"93442","Morro Bay","San Luis Obispo","10976"
"95073","Soquel","Santa Cruz","10949"
"95953","Live Oak","Sutter","10942"
"95338","Mariposa","Mariposa","10898"
"93647","Orosi","Tulare","10896"
"93108","Santa Barbara","Santa Barbara","10896"
"93646","Orange Cove","Fresno","10873"
"95012","Castroville","Monterey","10792"
"93223","Farmersville","Tulare","10742"
"95386","Waterford","Stanislaus","10587"
"95425","Cloverdale","Sonoma","10586"
"95322","Gustine","Merced","10546"
"91978","Spring Valley","San Diego","10518"
"95119","San Jose","Santa Clara","10472"
"94572","Rodeo","Contra Costa","10411"
"93622","Firebaugh","Fresno","10395"
"95694","Winters","Yolo","10386"
"92254","Mecca","Riverside","10385"
"95064","Santa Cruz","Santa Cruz","10299"
"93701","Fresno","Fresno","10274"
"92567","Nuevo","Riverside","10228"
"93219","Earlimart","Tulare","10167"
"96019","Shasta Lake","Shasta","10111"
"95326","Hughson","Stanislaus","9888"
"94925","Corte Madera","Marin","9866"
"94571","Rio Vista","Solano","9784"
"95713","Colfax","Placer","9764"
"93286","Woodlake","Tulare","9755"
"92657","Newport Coast","Orange","9670"
"96097","Yreka","Siskiyou","9647"
"95033","Los Gatos","Santa Clara","9597"
"92252","Joshua Tree","San Bernardino","9394"
"95946","Penn Valley","Nevada","9370"
"90094","Los Angeles","Los Angeles","9368"
"93546","Mammoth Lakes","Mono","9359"
"93926","Gonzales","Monterey","9262"
"95006","Boulder Creek","Santa Cruz","9238"
"94105","San Francisco","San Francisco","9155"
"92310","Fort Irwin","San Bernardino","9086"
"92359","Mentone","San Bernardino","9056"
"95010","Capitola","Santa Cruz","9030"
"90077","Los Angeles","Los Angeles","8993"
"93644","Oakhurst","Madera","8981"
"92250","Holtville","Imperial","8979"
"93465","Templeton","San Luis Obispo","8914"
"93620","Dos Palos","Merced","8889"
"92067","Rancho Santa Fe","San Diego","8756"
"91020","Montrose","Los Angeles","8720"
"94930","Fairfax","Marin","8678"
"94574","Saint Helena","Napa","8677"
"92325","Crestline","San Bernardino","8621"
"94931","Cotati","Sonoma","8601"
"92320","Calimesa","Riverside","8597"
"92655","Midway City","Orange","8415"
"95988","Willows","Glenn","8381"
"95065","Santa Cruz","Santa Cruz","8355"
"90014","Los Angeles","Los Angeles","8335"
"91935","Jamul","San Diego","8332"
"92548","Homeland","Riverside","8273"
"95726","Pollock Pines","El Dorado","8170"
"93449","Pismo Beach","San Luis Obispo","8116"
"93463","Solvang","Santa Barbara","8025"
"95324","Hilmar","Merced","8016"
"90211","Beverly Hills","Los Angeles","7969"
"92241","Desert Hot Springs","Riverside","7904"
"92249","Heber","Imperial","7898"
"93625","Fowler","Fresno","7862"
"90056","Los Angeles","Los Angeles","7795"
"92276","Thousand Palms","Riverside","7772"
"95932","Colusa","Colusa","7742"
"95327","Jamestown","Tuolumne","7711"
"95005","Ben Lomond","Santa Cruz","7710"
"95019","Freedom","Santa Cruz","7703"
"93510","Acton","Los Angeles","7626"
"92233","Calipatria","Imperial","7618"
"93721","Fresno","Fresno","7611"
"95220","Acampo","San Joaquin","7538"
"94710","Berkeley","Alameda","7461"
"94027","Atherton","San Mateo","7444"
"94515","Calistoga","Napa","7436"
"93445","Oceano","San Luis Obispo","7383"
"93434","Guadalupe","Santa Barbara","7350"
"95139","San Jose","Santa Clara","7293"
"93234","Huron","Fresno","7260"
"90401","Santa Monica","Los Angeles","7256"
"93022","Oak View","Ventura","7232"
"94939","Larkspur","Marin","7108"
"95018","Felton","Santa Cruz","7060"
"96067","Mount Shasta","Siskiyou","6910"
"94028","Portola Valley","San Mateo","6868"
"95658","Newcastle","Placer","6853"
"95642","Jackson","Amador","6826"
"95631","Foresthill","Placer","6800"
"95693","Wilton","Sacramento","6759"
"95316","Denair","Stanislaus","6616"
"93591","Palmdale","Los Angeles","6579"
"93924","Carmel Valley","Monterey","6568"
"96094","Weed","Siskiyou","6556"
"93615","Cutler","Tulare","6513"
"92342","Helendale","San Bernardino","6508"
"92624","Capistrano Beach","Orange","6402"
"95436","Forestville","Sonoma","6352"
"93267","Strathmore","Tulare","6347"
"93240","Lake Isabella","Kern","6343"
"95626","Elverta","Sacramento","6335"
"93656","Riverdale","Fresno","6323"
"92372","Pinon Hills","San Bernardino","6282"
"95683","Sloughhouse","Sacramento","6279"
"95971","Quincy","Plumas","6254"
"95987","Williams","Colusa","6119"
"93427","Buellton","Santa Barbara","6071"
"92356","Lucerne Valley","San Bernardino","6065"
"95046","San Martin","Santa Clara","6025"
"95202","Stockton","San Joaquin","6001"
"93428","Cambria","San Luis Obispo","5981"
"93256","Pixley","Tulare","5939"
"92861","Villa Park","Orange","5872"
"92352","Lake Arrowhead","San Bernardino","5729"
"95470","Redwood Valley","Mendocino","5719"
"95619","Diamond Springs","El Dorado","5674"
"93609","Caruthers","Fresno","5586"
"93270","Terra Bella","Tulare","5542"
"96101","Alturas","Modoc","5500"
"92363","Needles","San Bernardino","5407"
"90290","Topanga","Los Angeles","5371"
"95709","Camino","El Dorado","5315"
"92315","Big Bear Lake","San Bernardino","5234"
"95672","Rescue","El Dorado","5220"
"95692","Wheatland","Yuba","5152"
"95666","Pioneer","Amador","5113"
"95446","Guerneville","Sonoma","5100"
"95231","French Camp","San Joaquin","5092"
"95222","Angels Camp","Calaveras","5090"
"92210","Indian Wells","Riverside","5049"
"92003","Bonsall","San Diego","5042"
"95912","Arbuckle","Colusa","5010"
"93460","Santa Ynez","Santa Barbara","4929"
"93501","Mojave","Kern","4861"
"95249","San Andreas","Calaveras","4854"
"95722","Meadow Vista","Placer","4822"
"93225","Frazier Park","Kern","4816"
"96013","Burney","Shasta","4810"
"96064","Montague","Siskiyou","4769"
"92278","Twentynine Palms","San Bernardino","4737"
"92823","Brea","Orange","4721"
"95685","Sutter Creek","Amador","4711"
"95365","Planada","Merced","4710"
"92382","Running Springs","San Bernardino","4709"
"92539","Anza","Riverside","4703"
"94005","Brisbane","San Mateo","4692"
"95665","Pine Grove","Amador","4664"
"92121","San Diego","San Diego","4655"
"94951","Penngrove","Sonoma","4571"
"92397","Wrightwood","San Bernardino","4571"
"95328","Keyes","Stanislaus","4518"
"95228","Copperopolis","Calaveras","4501"
"93272","Tipton","Tulare","4454"
"96088","Shingletown","Shasta","4419"
"92590","Temecula","Riverside","4388"
"91906","Campo","San Diego","4351"
"95938","Durham","Butte","4350"
